parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate
r6628_kE1	r6628_kE1	log10	0.01	100	0.990503690751062	1
r6629_k0	r6629_k0	log10	0.01	100	1.55442813374982	1
r6630_k0	r6630_k0	log10	0.01	100	1.08312413590478	1
r6630_kE2	r6630_kE2	log10	0.01	100	1.72411125060758	1
r6630_kE1	r6630_kE1	log10	0.01	100	1.45652398962183	1
r6631_k0	r6631_k0	log10	0.01	100	0.785973967830273	1
r6635_k0	r6635_k0	log10	0.01	100	0.992542855102825	1
r6635_kE2	r6635_kE2	log10	0.01	100	1.019339610749	1
r6635_kE1	r6635_kE1	log10	0.01	100	0.951410042788822	1
r6636_k0	r6636_k0	log10	0.01	100	0.807382279366799	1
r6639_k0	r6639_k0	log10	0.01	100	1.01248087843333	1
r6639_kE2	r6639_kE2	log10	0.01	100	1.02301325965095	1
r6639_kE1	r6639_kE1	log10	0.01	100	0.991685961871113	1
r6640_k0	r6640_k0	log10	0.01	100	0.908840218890074	1
r6643_k0	r6643_k0	log10	0.01	100	1.00425607495645	1
r6643_kE2	r6643_kE2	log10	0.01	100	1.01726324343974	1
r6643_kE1	r6643_kE1	log10	0.01	100	1.0175764200849	1
r6644_k0	r6644_k0	log10	0.01	100	0.933539932941888	1
r6648_k0	r6648_k0	log10	0.01	100	3.15943635066091	1
r6666_k0	r6666_k0	log10	0.01	100	0.386721033331084	1
r6667_k0	r6667_k0	log10	0.01	100	1.01011274442383	1
r6668_k0	r6668_k0	log10	0.01	100	1.37246275026486	1
r6669_k0	r6669_k0	log10	0.01	100	0.681114847085869	1
r6670_k0	r6670_k0	log10	0.01	100	1.048734750503	1
r6671_k0	r6671_k0	log10	0.01	100	0.99889437311814	1
r6680_k0	r6680_k0	log10	0.01	100	0.192110658028621	1
r6681_k0	r6681_k0	log10	0.01	100	1.01323313673383	1
r6682_k0	r6682_k0	log10	0.01	100	0.984341514755799	1
r6683_k0	r6683_k0	log10	0.01	100	0.98017365452312	1
r6684_k0	r6684_k0	log10	0.01	100	1.10508970586617	1
r6686_k0	r6686_k0	log10	0.01	100	0.795029435891007	1
r6686_kd	r6686_kd	log10	0.01	100	1.17336176385604	1
r6687_k0	r6687_k0	log10	0.01	100	1.00642877859622	1
r6687_kd	r6687_kd	log10	0.01	100	0.986590303499333	1
r6688_k0	r6688_k0	log10	0.01	100	0.690202480747211	1
r6688_kd	r6688_kd	log10	0.01	100	1.34071398834824	1
r6689_k0	r6689_k0	log10	0.01	100	0.952548740768754	1
r6689_kd	r6689_kd	log10	0.01	100	1.03269838150983	1
r6690_k0	r6690_k0	log10	0.01	100	1.02565079454966	1
r6690_kd	r6690_kd	log10	0.01	100	0.976760846997976	1
r6691_k0	r6691_k0	log10	0.01	100	0.969254207681408	1
r6691_kd	r6691_kd	log10	0.01	100	1.01713821985734	1
r6692_k0	r6692_k0	log10	0.01	100	0.922337075562205	1
r6693_k0	r6693_k0	log10	0.01	100	1.01058363944036	1
r6694_k0	r6694_k0	log10	0.01	100	0.849832103994416	1
r6695_k0	r6695_k0	log10	0.01	100	0.995101587004103	1
r6696_k0	r6696_k0	log10	0.01	100	1.00425637660993	1
r6697_k0	r6697_k0	log10	0.01	100	0.983163783582782	1
r6698_k0	r6698_k0	log10	0.01	100	1.08129559216471	1
r6699_k0	r6699_k0	log10	0.01	100	0.992258908058922	1
r67_k0	r67_k0	log10	0.01	100	0.666476739185349	1
r6700_k0	r6700_k0	log10	0.01	100	1.17228068564937	1
r6701_k0	r6701_k0	log10	0.01	100	1.01896681622308	1
r6702_k0	r6702_k0	log10	0.01	100	0.993434416947625	1
r6703_k0	r6703_k0	log10	0.01	100	1.03015391363382	1
r6704_k0	r6704_k0	log10	0.01	100	0.863984886214369	1
r6705_k0	r6705_k0	log10	0.01	100	0.995983387214616	1
r6709_k0	r6709_k0	log10	0.01	100	1.02894813314801	1
r6710_k0	r6710_k0	log10	0.01	100	0.979144089778968	1
r6713_kE1	r6713_kE1	log10	0.01	100	2.27243244053653	1
r6714_k0	r6714_k0	log10	0.01	100	0.705634754473133	1
r686_k_GeneSpecificScaling	r686_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r687_k0	r687_k0	log10	0.01	100	4.52882065910875	1
r70_k0	r70_k0	log10	0.01	100	1.59202747797968	1
r70_kd	r70_kd	log10	0.01	100	2.80780717913542	1
r709_k0	r709_k0	log10	0.01	100	1.00672739595134	1
r710_k0	r710_k0	log10	0.01	100	1.00696715298469	1
r711_k0	r711_k0	log10	0.01	100	1.27251789291383	1
r712_k0	r712_k0	log10	0.01	100	0.554063248639912	1
r713_k0	r713_k0	log10	0.01	100	1.23214274676026	1
r714_k0	r714_k0	log10	0.01	100	1.00564875605632	1
r715_k0	r715_k0	log10	0.01	100	1.00672739595134	1
r716_k0	r716_k0	log10	0.01	100	1.00672739595134	1
r717_k0	r717_k0	log10	0.01	100	0.999345825443029	1
r718_k0	r718_k0	log10	0.01	100	1.01301946627926	1
r720_k0	r720_k0	log10	0.01	100	1.58449132959261	1
r7451_k0	r7451_k0	log10	0.01	100	0.9107369083676	1
r7452_k0	r7452_k0	log10	0.01	100	0.995657741118975	1
r7453_k0	r7453_k0	log10	0.01	100	1.07169283359612	1
r7454_k0	r7454_k0	log10	0.01	100	0.322095871313044	1
r7455_k0	r7455_k0	log10	0.01	100	0.168780009238969	1
r7456_k0	r7456_k0	log10	0.01	100	1.80457093022431	1
r7459_k0	r7459_k0	log10	0.01	100	0.856946084042938	1
r7460_k0	r7460_k0	log10	0.01	100	2.70402936024069	1
r7461_k0	r7461_k0	log10	0.01	100	1.21271609651108	1
r7462_k0	r7462_k0	log10	0.01	100	0.97499417782635	1
r7463_k0	r7463_k0	log10	0.01	100	0.748764817479539	1
r7464_k0	r7464_k0	log10	0.01	100	0.778948722900084	1
r7465_k0	r7465_k0	log10	0.01	100	1.78000619260865	1
r7466_k0	r7466_k0	log10	0.01	100	1.03971768163632	1
r7467_k0	r7467_k0	log10	0.01	100	1.90998593094531	1
r7468_k0	r7468_k0	log10	0.01	100	0.793951418698166	1
r7469_k0	r7469_k0	log10	0.01	100	0.969557013684317	1
r7470_k0	r7470_k0	log10	0.01	100	0.701584474467977	1
r7471_k0	r7471_k0	log10	0.01	100	0.595449472108042	1
r7472_k0	r7472_k0	log10	0.01	100	0.245518189665291	1
r7473_k0	r7473_k0	log10	0.01	100	1.48164945544732	1
r7474_k0	r7474_k0	log10	0.01	100	1.97931355140374	1
r7475_k0	r7475_k0	log10	0.01	100	0.821486031930091	1
r7476_k0	r7476_k0	log10	0.01	100	1.14218227741573	1
r74789_k_GeneSpecificScaling	r74789_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r74790_k0	r74790_k0	log10	0.01	100	0.991816386172276	1
r74796_k_GeneSpecificScaling	r74796_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r74797_k0	r74797_k0	log10	0.01	100	0.993317559472015	1
r7553_k0	r7553_k0	log10	0.01	100	0.993317559472015	1
r7555_k0	r7555_k0	log10	0.01	100	1.00321514948484	1
r7577_k0	r7577_k0	log10	0.01	100	1.2012263386304	1
r7577_kd	r7577_kd	log10	0.01	100	0.643814738607733	1
r7578_k0	r7578_k0	log10	0.01	100	1.53435291498951	1
r7579_k0	r7579_k0	log10	0.01	100	0.820245672710116	1
r7580_k0	r7580_k0	log10	0.01	100	2.51412186290986	1
r7581_k0	r7581_k0	log10	0.01	100	0.458873107879597	1
r7581_kd	r7581_kd	log10	0.01	100	1.24966465695204	1
r7583_k0	r7583_k0	log10	0.01	100	1.31751844629609	1
r7584_k0	r7584_k0	log10	0.01	100	0.214894642801268	1
r7584_kd	r7584_kd	log10	0.01	100	0.574356659128425	1
r7585_k0	r7585_k0	log10	0.01	100	1.17879625866709	1
r7586_kE3	r7586_kE3	log10	0.01	100	3.98351114287173	1
r7586_kE2	r7586_kE2	log10	0.01	100	1.39957647941979	1
r7586_kE1	r7586_kE1	log10	0.01	100	1.0016419719142	1
r7587_k0	r7587_k0	log10	0.01	100	1.69971640812063	1
r7588_k0	r7588_k0	log10	0.01	100	0.591679919030126	1
r7589_k0	r7589_k0	log10	0.01	100	3.64396099480904	1
r7589_kd	r7589_kd	log10	0.01	100	0.878571842689276	1
r7591_k0	r7591_k0	log10	0.01	100	0.927650730337409	1
r7591_kd	r7591_kd	log10	0.01	100	1.00416279414295	1
r7593_k0	r7593_k0	log10	0.01	100	0.73129035052386	1
r7594_k0	r7594_k0	log10	0.01	100	1.37430579723724	1
r7595_k0	r7595_k0	log10	0.01	100	4.20862515020044	1
r75958_k0	r75958_k0	log10	0.01	100	1.00321514948484	1
r75959_kE1	r75959_kE1	log10	0.01	100	0.991816386172276	1
r75961_k0	r75961_k0	log10	0.01	100	1.0055733983452	1
r75961_kd	r75961_kd	log10	0.01	100	0.999345825443029	1
r75966_k0	r75966_k0	log10	0.01	100	0.994457492258276	1
r75967_kE1	r75967_kE1	log10	0.01	100	0.999345825443029	1
r75969_k0	r75969_k0	log10	0.01	100	1.00442212146439	1
r75969_kd	r75969_kd	log10	0.01	100	1.0055733983452	1
r75970_k0	r75970_k0	log10	0.01	100	0.995597347599287	1
r75971_kE1	r75971_kE1	log10	0.01	100	0.999345825443029	1
r75973_k0	r75973_k0	log10	0.01	100	1.00442212146439	1
r75973_kd	r75973_kd	log10	0.01	100	0.996795154572284	1
r75974_k0	r75974_k0	log10	0.01	100	1.01301946627926	1
r75975_kE1	r75975_kE1	log10	0.01	100	1.00825113795438	1
r75977_k0	r75977_k0	log10	0.01	100	0.991816386172276	1
r75977_kd	r75977_kd	log10	0.01	100	1.00321514948484	1
r75978_k0	r75978_k0	log10	0.01	100	1.34577585567025	1
r75979_kE1	r75979_kE1	log10	0.01	100	0.643314315255735	1
r75981_k0	r75981_k0	log10	0.01	100	0.733507397815231	1
r75981_kd	r75981_kd	log10	0.01	100	1.15601076233733	1
r75982_k0	r75982_k0	log10	0.01	100	1.00672739595134	1
r75983_kE1	r75983_kE1	log10	0.01	100	1.00804244250738	1
r75985_k0	r75985_k0	log10	0.01	100	1.01301946627926	1
r75985_kd	r75985_kd	log10	0.01	100	0.993317559472015	1
r75990_k0	r75990_k0	log10	0.01	100	0.995597347599287	1
r75991_kE1	r75991_kE1	log10	0.01	100	0.992021722332071	1
r75993_k0	r75993_k0	log10	0.01	100	0.999345825443029	1
r75993_kd	r75993_kd	log10	0.01	100	0.992021722332071	1
r75994_k0	r75994_k0	log10	0.01	100	0.990585885067131	1
r75995_kE1	r75995_kE1	log10	0.01	100	0.994457492258276	1
r75997_k0	r75997_k0	log10	0.01	100	0.994457492258276	1
r75997_kd	r75997_kd	log10	0.01	100	0.991816386172276	1
r7600_kE3	r7600_kE3	log10	0.01	100	1.00853010304874	1
r7600_kE2	r7600_kE2	log10	0.01	100	0.917783433761153	1
r7600_kE1	r7600_kE1	log10	0.01	100	2.14092964741888	1
r76002_k0	r76002_k0	log10	0.01	100	1.00321514948484	1
r76002_kd	r76002_kd	log10	0.01	100	1.00065460278146	1
r76003_k0	r76003_k0	log10	0.01	100	1.00442212146439	1
r76004_kE1	r76004_kE1	log10	0.01	100	0.993317559472015	1
r7601_k0	r7601_k0	log10	0.01	100	0.285226321312163	1
r7601_kd	r7601_kd	log10	0.01	100	3.23935269706122	1
r7602_k0	r7602_k0	log10	0.01	100	0.293413991967475	1
r7603_k0	r7603_k0	log10	0.01	100	0.418930727926669	1
r7604_k0	r7604_k0	log10	0.01	100	2.45651865259862	1
r7606_k0	r7606_k0	log10	0.01	100	0.8885546746181	1
r7606_kd	r7606_kd	log10	0.01	100	1.07051658445553	1
r7607_k0	r7607_k0	log10	0.01	100	0.950262214995674	1
r7608_k0	r7608_k0	log10	0.01	100	0.975101158971675	1
r7609_k0	r7609_k0	log10	0.01	100	1.03484137549557	1
r7613_k0	r7613_k0	log10	0.01	100	0.523046709641215	1
r7613_kd	r7613_kd	log10	0.01	100	2.25524385813516	1
r7614_k0	r7614_k0	log10	0.01	100	0.440689439743797	1
r7615_k0	r7615_k0	log10	0.01	100	2.11937705792338	1
r7616_k0	r7616_k0	log10	0.01	100	0.357340769863565	1
r785_k0	r785_k0	log10	0.01	100	1.01301946627926	1
r79072_k0	r79072_k0	log10	0.01	100	1.51943793696514	1
r79082_k0	r79082_k0	log10	0.01	100	1.17131101628634	1
r79116_k0	r79116_k0	log10	0.01	100	0.976811982267365	1
r79122_k0	r79122_k0	log10	0.01	100	5.61462305710821	1
r79134_k0	r79134_k0	log10	0.01	100	0.463209844946439	1
r79146_k0	r79146_k0	log10	0.01	100	0.987147861701924	1
r7936_k0	r7936_k0	log10	0.01	100	0.982150830278694	1
r7937_k0	r7937_k0	log10	0.01	100	1.41716374841818	1
r802_k_GeneSpecificScaling	r802_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r803_k0	r803_k0	log10	0.01	100	1.00825113795438	1
r80375_k0	r80375_k0	log10	0.01	100	0.319609324481133	1
r80377_k0	r80377_k0	log10	0.01	100	1.0045400141951	1
r80379_k0	r80379_k0	log10	0.01	100	0.57522801859884	1
r80383_k0	r80383_k0	log10	0.01	100	1.28311149952575	1
r80389_k0	r80389_k0	log10	0.01	100	1.05364814591951	1
r80393_k0	r80393_k0	log10	0.01	100	0.951136957523103	1
r80397_k0	r80397_k0	log10	0.01	100	0.961415814227972	1
r80401_k0	r80401_k0	log10	0.01	100	0.170612842225247	1
r80403_k0	r80403_k0	log10	0.01	100	0.960554355251321	1
r80411_k0	r80411_k0	log10	0.01	100	0.176433197612623	1
r80415_k0	r80415_k0	log10	0.01	100	1.009881177481	1
r80419_k0	r80419_k0	log10	0.01	100	0.607460932109855	1
r80423_k0	r80423_k0	log10	0.01	100	1.03049028249069	1
r80435_k0	r80435_k0	log10	0.01	100	0.785713729626884	1
r80437_k0	r80437_k0	log10	0.01	100	0.888977029670183	1
r80439_k0	r80439_k0	log10	0.01	100	0.850335876769459	1
r80441_k0	r80441_k0	log10	0.01	100	0.928025619692966	1
r80443_k0	r80443_k0	log10	0.01	100	1.0598209239149	1
r80451_k0	r80451_k0	log10	0.01	100	2.4051104500738	1
r80453_k0	r80453_k0	log10	0.01	100	2.21927416830964	1
r80457_k0	r80457_k0	log10	0.01	100	0.440419389567905	1
r80459_k0	r80459_k0	log10	0.01	100	0.957426884268036	1
r80461_k0	r80461_k0	log10	0.01	100	0.954386321197553	1
r80463_k0	r80463_k0	log10	0.01	100	0.640002279308525	1
r80465_k0	r80465_k0	log10	0.01	100	22.8930741187114	1
r80467_k0	r80467_k0	log10	0.01	100	0.93873092534855	1
r80471_k0	r80471_k0	log10	0.01	100	0.299965299440398	1
r80477_k0	r80477_k0	log10	0.01	100	1.14211147694515	1
r80487_k0	r80487_k0	log10	0.01	100	0.112616179868321	1
r80489_k0	r80489_k0	log10	0.01	100	1.11387725458787	1
r80493_k0	r80493_k0	log10	0.01	100	0.63558274313351	1
r80499_k0	r80499_k0	log10	0.01	100	1.06325141850204	1
r80525_k0	r80525_k0	log10	0.01	100	0.802471640105077	1
r80527_k0	r80527_k0	log10	0.01	100	0.87735297472639	1
r80529_k0	r80529_k0	log10	0.01	100	0.758902372571525	1
r80531_k0	r80531_k0	log10	0.01	100	0.175874568693987	1
r80533_k0	r80533_k0	log10	0.01	100	0.949532288632977	1
r80549_k0	r80549_k0	log10	0.01	100	0.995421617988141	1
r812_k_GeneSpecificScaling	r812_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r813_k0	r813_k0	log10	0.01	100	0.995597347599287	1
r8263_k0	r8263_k0	log10	0.01	100	0.386272701429313	1
r8263_kd	r8263_kd	log10	0.01	100	2.04341357334327	1
r8264_k0	r8264_k0	log10	0.01	100	1.14047082850229	1
r8264_kd	r8264_kd	log10	0.01	100	0.912327499336499	1
r8265_k0	r8265_k0	log10	0.01	100	0.956315266320374	1
r8265_kd	r8265_kd	log10	0.01	100	1.03700516992104	1
r8266_k0	r8266_k0	log10	0.01	100	0.83280847226123	1
r8266_kd	r8266_kd	log10	0.01	100	1.1259832777966	1
r8267_k0	r8267_k0	log10	0.01	100	0.702409958813906	1
r8267_kd	r8267_kd	log10	0.01	100	1.28813534381585	1
r8268_k0	r8268_k0	log10	0.01	100	1.01460965701136	1
r8268_kd	r8268_kd	log10	0.01	100	0.988493238552829	1
r8269_k0	r8269_k0	log10	0.01	100	7.17741680402698	1
r8269_kd	r8269_kd	log10	0.01	100	0.497028958909908	1
r8270_k0	r8270_k0	log10	0.01	100	0.483323310290565	1
r8271_k0	r8271_k0	log10	0.01	100	1.74828312742643	1
r8272_k0	r8272_k0	log10	0.01	100	0.572298423009829	1
r8273_k0	r8273_k0	log10	0.01	100	1.08706295183985	1
r82744_k0	r82744_k0	log10	0.01	100	0.511695974179231	1
r82746_k0	r82746_k0	log10	0.01	100	1.05628638820178	1
r82748_k0	r82748_k0	log10	0.01	100	3.06421950544091	1
r82752_k0	r82752_k0	log10	0.01	100	0.390744521657193	1
r82756_k0	r82756_k0	log10	0.01	100	1.13803833128275	1
r82758_k0	r82758_k0	log10	0.01	100	1.08612687946579	1
r82760_k0	r82760_k0	log10	0.01	100	0.948113377521096	1
r82764_k0	r82764_k0	log10	0.01	100	1.0088964540277	1
r82766_k0	r82766_k0	log10	0.01	100	0.707182211333462	1
r82768_k0	r82768_k0	log10	0.01	100	0.750467030234971	1
r82770_k0	r82770_k0	log10	0.01	100	2.1328745680093	1
r82772_k0	r82772_k0	log10	0.01	100	1.17899646615917	1
r82774_k0	r82774_k0	log10	0.01	100	0.424114223717945	1
r82776_k0	r82776_k0	log10	0.01	100	0.744325713016439	1
r82780_k0	r82780_k0	log10	0.01	100	0.759824947753236	1
r82782_k0	r82782_k0	log10	0.01	100	1.14634364933743	1
r82784_k0	r82784_k0	log10	0.01	100	1.45439528674774	1
r82786_k0	r82786_k0	log10	0.01	100	0.525949852373585	1
r82788_k0	r82788_k0	log10	0.01	100	1.08587959292317	1
r8279_k0	r8279_k0	log10	0.01	100	0.970305822097831	1
r82790_k0	r82790_k0	log10	0.01	100	0.0898890828278344	1
r82792_k0	r82792_k0	log10	0.01	100	0.773787761785199	1
r82796_k0	r82796_k0	log10	0.01	100	0.587287706190529	1
r82798_k0	r82798_k0	log10	0.01	100	0.967177499845638	1
r82800_k0	r82800_k0	log10	0.01	100	1.01227917561579	1
r82802_k0	r82802_k0	log10	0.01	100	0.586274412003657	1
r82804_k0	r82804_k0	log10	0.01	100	0.425854395946261	1
r82806_k0	r82806_k0	log10	0.01	100	0.90279074246497	1
r82812_k0	r82812_k0	log10	0.01	100	1.52978654844005	1
r82814_k0	r82814_k0	log10	0.01	100	0.371605599395817	1
r82818_k0	r82818_k0	log10	0.01	100	1.00671788091113	1
r82820_k0	r82820_k0	log10	0.01	100	1.5630846653774	1
r82826_k0	r82826_k0	log10	0.01	100	0.749703609655301	1
r82828_k0	r82828_k0	log10	0.01	100	0.73427962246874	1
r82830_k0	r82830_k0	log10	0.01	100	0.783555258403394	1
r82832_k0	r82832_k0	log10	0.01	100	3.88962182324013	1
r82834_k0	r82834_k0	log10	0.01	100	0.859777402351902	1
r82838_k0	r82838_k0	log10	0.01	100	0.994070094250111	1
r8295_k0	r8295_k0	log10	0.01	100	0.1779652922219	1
r8296_k0	r8296_k0	log10	0.01	100	0.901300189915291	1
r8297_k0	r8297_k0	log10	0.01	100	0.782193665610838	1
r8298_k0	r8298_k0	log10	0.01	100	1.01042514061155	1
r8299_k0	r8299_k0	log10	0.01	100	2.01719621360139	1
r8300_k0	r8300_k0	log10	0.01	100	1.03720802248827	1
r8301_k0	r8301_k0	log10	0.01	100	0.946862184731673	1
r8302_k0	r8302_k0	log10	0.01	100	0.980945001336077	1
r8303_k0	r8303_k0	log10	0.01	100	1.01576025519026	1
r8304_k0	r8304_k0	log10	0.01	100	0.953394420647048	1
r8305_k0	r8305_k0	log10	0.01	100	1.04479615548588	1
r8306_k0	r8306_k0	log10	0.01	100	0.880074535681362	1
r8307_k0	r8307_k0	log10	0.01	100	1.14341908327499	1
r8308_k0	r8308_k0	log10	0.01	100	1.00051781331831	1
r8309_k0	r8309_k0	log10	0.01	100	1.00078805877077	1
r8310_k0	r8310_k0	log10	0.01	100	1.29657225613798	1
r8311_k0	r8311_k0	log10	0.01	100	0.771264382086576	1
r8313_k0	r8313_k0	log10	0.01	100	0.240503216433481	1
r8314_k0	r8314_k0	log10	0.01	100	2.66172815496961	1
r8315_k0	r8315_k0	log10	0.01	100	0.383308180586938	1
r8316_k0	r8316_k0	log10	0.01	100	0.99802391154197	1
r8317_k0	r8317_k0	log10	0.01	100	0.991933787747275	1
r8318_k0	r8318_k0	log10	0.01	100	1.46236141453331	1
r8319_k0	r8319_k0	log10	0.01	100	0.693946701426697	1
r8320_k0	r8320_k0	log10	0.01	100	1.12663663996279	1
r8321_k0	r8321_k0	log10	0.01	100	0.989312339836837	1
r8322_k0	r8322_k0	log10	0.01	100	1.00821693730382	1
r8323_k0	r8323_k0	log10	0.01	100	0.963079738252801	1
r8324_k0	r8324_k0	log10	0.01	100	1.03992979226489	1
r8325_k0	r8325_k0	log10	0.01	100	0.668408121575198	1
r8325_kd	r8325_kd	log10	0.01	100	1.4848220588087	1
r8326_k0	r8326_k0	log10	0.01	100	0.998938446855085	1
r8326_kd	r8326_kd	log10	0.01	100	1.01211972083582	1
r8327_k0	r8327_k0	log10	0.01	100	0.588257503440494	1
r8327_kd	r8327_kd	log10	0.01	100	1.40423849197945	1
r8328_k0	r8328_k0	log10	0.01	100	0.965098822546353	1
r8328_kd	r8328_kd	log10	0.01	100	1.03346757091374	1
r8329_k0	r8329_k0	log10	0.01	100	1.00375490396629	1
r8329_kd	r8329_kd	log10	0.01	100	1.00623251527775	1
r8330_k0	r8330_k0	log10	0.01	100	0.990130436341389	1
r8330_kd	r8330_kd	log10	0.01	100	1.00603589413982	1
r8331_k0	r8331_k0	log10	0.01	100	0.999318574157521	1
r8331_kd	r8331_kd	log10	0.01	100	0.995624456791258	1
r8335_k0	r8335_k0	log10	0.01	100	0.312138998658097	1
r8336_k0	r8336_k0	log10	0.01	100	0.85985981220334	1
r8344_k0	r8344_k0	log10	0.01	100	1.09499599483412	1
r8345_k0	r8345_k0	log10	0.01	100	0.564581394697157	1
r8346_k0	r8346_k0	log10	0.01	100	1.00828141000486	1
r8358_k0	r8358_k0	log10	0.01	100	0.63511108393888	1
r8359_k0	r8359_k0	log10	0.01	100	1.01360914649799	1
r8359_kE1	r8359_kE1	log10	0.01	100	1.06208953415747	1
r8360_k0	r8360_k0	log10	0.01	100	0.322770102581932	1
r8387_kE3	r8387_kE3	log10	0.01	100	1.00825113795438	1
r8387_kE2	r8387_kE2	log10	0.01	100	1.03843121015403	1
r8387_kE1	r8387_kE1	log10	0.01	100	0.991816386172276	1
r8388_k0	r8388_k0	log10	0.01	100	1.63407019402278	1
r8388_kd	r8388_kd	log10	0.01	100	1.44123441242815	1
r85357_k0	r85357_k0	log10	0.01	100	1.10428966360947	1
r85359_k0	r85359_k0	log10	0.01	100	1.31012363455759	1
r856_k_GeneSpecificScaling	r856_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r857_k0	r857_k0	log10	0.01	100	1.00950358275318	1
r85829_k0	r85829_k0	log10	0.01	100	0.169588147951406	1
r85845_k0	r85845_k0	log10	0.01	100	0.991816386172276	1
r85919_k0	r85919_k0	log10	0.01	100	1.69386317204079	1
r85931_k0	r85931_k0	log10	0.01	100	1.01301946627926	1
r8644_k_GeneSpecificScaling	r8644_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r8645_k0	r8645_k0	log10	0.01	100	1.00804244250738	1
r8650_k0	r8650_k0	log10	0.01	100	1.01301946627926	1
r8650_kd	r8650_kd	log10	0.01	100	0.990585885067131	1
r8651_k0	r8651_k0	log10	0.01	100	0.987147861701924	1
r8654_kE1	r8654_kE1	log10	0.01	100	0.987147861701924	1
r8654_kd	r8654_kd	log10	0.01	100	0.979915450269296	1
r8655_kE1	r8655_kE1	log10	0.01	100	0.994457492258276	1
r8655_kd	r8655_kd	log10	0.01	100	0.990684707480782	1
r8656_kE1	r8656_kE1	log10	0.01	100	0.99805122072835	1
r8656_kd	r8656_kd	log10	0.01	100	1.00556785521902	1
r8657_kE1	r8657_kE1	log10	0.01	100	1.0055733983452	1
r8657_kd	r8657_kd	log10	0.01	100	0.90080975380461	1
r8658_k0	r8658_k0	log10	0.01	100	0.999345825443029	1
r8658_kd	r8658_kd	log10	0.01	100	0.991816386172276	1
r8660_k0	r8660_k0	log10	0.01	100	0.987147861701924	1
r8662_k_GeneSpecificScaling	r8662_k_GeneSpecificScaling	log10	0.01	100	1.0	0
r8663_k0	r8663_k0	log10	0.01	100	0.763862628911062	1
r8664_k0	r8664_k0	log10	0.01	100	0.886270527134918	1
r8664_kd	r8664_kd	log10	0.01	100	0.731315157754978	1
r8665_k0	r8665_k0	log10	0.01	100	0.359474730982671	1
r8669_k0	r8669_k0	log10	0.01	100	1.56049657921942	1
r8669_kd	r8669_kd	log10	0.01	100	0.649850512468719	1
r8672_k0	r8672_k0	log10	0.01	100	1.6181823506101	1
r8672_kd	r8672_kd	log10	0.01	100	0.632286169585447	1
r87165_k0	r87165_k0	log10	0.01	100	0.853342434574377	1
r87167_k0	r87167_k0	log10	0.01	100	0.972304951942625	1
r87169_k0	r87169_k0	log10	0.01	100	2.09150268448235	1
r87173_k0	r87173_k0	log10	0.01	100	1.05305294571366	1
r87175_k0	r87175_k0	log10	0.01	100	1.22489526938168	1
r87177_k0	r87177_k0	log10	0.01	100	6.76671892295524	1
r87179_k0	r87179_k0	log10	0.01	100	0.97306620120602	1
r87183_k0	r87183_k0	log10	0.01	100	0.807384918942003	1
r87185_k0	r87185_k0	log10	0.01	100	0.971922913184764	1
r87187_k0	r87187_k0	log10	0.01	100	0.657991107629417	1
r87189_k0	r87189_k0	log10	0.01	100	0.978463834991649	1
r87191_k0	r87191_k0	log10	0.01	100	0.766047769608389	1
r87193_k0	r87193_k0	log10	0.01	100	1.0013001296078	1
r87195_k0	r87195_k0	log10	0.01	100	0.169154871620111	1
r87197_k0	r87197_k0	log10	0.01	100	0.667137100475284	1
r87203_k0	r87203_k0	log10	0.01	100	0.888255584427156	1
r87205_k0	r87205_k0	log10	0.01	100	2.21886810649858	1
r87213_k0	r87213_k0	log10	0.01	100	1.0130485176188	1
r87270_k0	r87270_k0	log10	0.01	100	1.00195258442771	1
r87288_k0	r87288_k0	log10	0.01	100	1.00672739595134	1
r87330_k0	r87330_k0	log10	0.01	100	1.0055733983452	1
r87356_k0	r87356_k0	log10	0.01	100	0.999345825443029	1
r87368_k0	r87368_k0	log10	0.01	100	0.991816386172276	1
r89343_k0	r89343_k0	log10	0.01	100	1.19155215033777	1
r89345_k0	r89345_k0	log10	0.01	100	0.686312086651417	1
r89347_k0	r89347_k0	log10	0.01	100	1.02409653856478	1
r89349_k0	r89349_k0	log10	0.01	100	2.07490778412158	1
r89353_k0	r89353_k0	log10	0.01	100	2.03986668180978	1
r89361_k0	r89361_k0	log10	0.01	100	0.59863948870998	1
r89367_k0	r89367_k0	log10	0.01	100	1.51776580733668	1
r89369_k0	r89369_k0	log10	0.01	100	0.34478009769807	1
r89371_k0	r89371_k0	log10	0.01	100	0.945664390101187	1
r89375_k0	r89375_k0	log10	0.01	100	1.19359496453715	1
r89377_k0	r89377_k0	log10	0.01	100	0.778472849525758	1
r89385_k0	r89385_k0	log10	0.01	100	4.7969304566522	1
r89391_k0	r89391_k0	log10	0.01	100	0.9826963158527	1
r89401_k0	r89401_k0	log10	0.01	100	0.492077847660807	1
r89403_k0	r89403_k0	log10	0.01	100	1.0525144540194	1
